date,sentence,col3
2021-07-22,"韦尔股份现2笔大宗交易 共成交6,064.00万元",新浪
2021-07-22,科技硬件周报(6/26)：半导体高景气度持续,新浪
2021-07-22,韦尔股份(603501)：半年报预告超预期 看好全年业绩高增长,新浪
2021-07-22,基金二季报重仓股调查：仓位稳中有升，增配三大行业,Wind
2021-07-22,基金抱团50强出炉！顶流扎堆增持股曝光,Wind
2021-07-22,韦尔股份早盘持续走低，盘中大跌逾5%，成交超14亿元。 连续下跌,新浪
2021-07-22,聚焦科技、制造两大方向，东方基金旗下东方创新科技混合长期稳定增值,资本邦
2021-07-22,韦尔股份入选《巴伦周刊》中文版中国公司市值增长50强,电子产品世界
2021-07-22,韦尔股份联合发起设立半导体投资基金，规模约10亿元,投资界
2021-07-22,基金顶流压轴出场！仓位新低、重仓换血，未来咋走？,Wind
2021-07-22,基金重仓股变化折射时代变迁，宁德时代晋升为公募基金第二大重仓股,Wind
2021-07-21,富国朱少醒：看好半导体锂电池，在优质股票里寻找价值,21世纪经济报道
2021-07-21,TOP30基金挖掘出天赐、天奈、中伟股份等仨月翻倍个股 周蔚文董承非袁芳均减仓,新浪
2021-07-21,"韦尔股份现7笔大宗交易 共成交13,937.85万元",新浪
2021-07-21,韦尔股份拟通过子公司收购Synaptics TDDI业务30%股权,国际电子商情
2021-07-20,又一基金名将认错与反思：迎来史上业绩最差季度，朱少醒、梁浩、袁芳、陈皓、归凯等各自亮出最新持仓,财联社
2021-07-20,电报|朱少醒旗下富国天惠成长：增持韦尔股份为第一大重仓智飞生物由第一重仓退为第十,财联社
2021-07-20,电子行业周报：台积电2021Q2业绩解读及2021Q3展望,国海证券
2021-07-20,韦尔股份：控股股东虞仁荣累计质押约1.28亿股，占其持股比例46.86%,每日经济新闻
2021-07-20,韦尔股份(603501.SH)控股股东虞仁荣解除质押770万股,智通财经
2021-07-20,光学行业深度追踪系列第31期(2021年6月)：手机终端表现触底 看好Q3旺季及新机拉货动能,新浪
2021-07-20,电子周报：台积电上修全年半导体展望；小米Q2全球份额首次第二,新浪
2021-07-20,刘格菘仓位仍超90%、萧楠大幅增持银行股,Wind
2021-07-20,重仓股“大换血”，二季报显露基金大咖“新宠”,Wind
2021-07-19,顶流基金经理最新重仓股大曝光，狂买这些股！,Wind
2021-07-19,韦尔股份现2笔大宗交易合计成交25.00万股,证券时报网
2021-07-19,"韦尔股份现2笔大宗交易 共成交7,598.50万元",新浪
2021-07-19,韦尔股份今日大宗交易成交25万股，成交价303.94元折价3.69%,Wind
2021-07-19,北向资金今日净买入近44亿元，持续加仓白酒、医药股,Wind
2021-07-19,电子元件行业周报：为什么说光学是不可多得的好赛道,新浪
2021-07-19,电子行业周报：后摩尔时代 看好第三代半导体战略发展机遇,新浪
2021-07-19,电子元器件行业周报：SEMI展望半导体设备销售22年将新高,新浪
2021-07-19,电子行业周报：多政策支持半导体发展 持续看好国产替代,新浪
2021-07-19,电子行业周报：关注手机销量疲软影响,新浪
2021-07-18,新能源板块罕见急跌预示调整开始？北向资金已高位离场,第一财经
2021-07-17,防止资本无序扩张和违规“造富”!北上资金减仓锂电，抄底大白马,Wind
2021-07-17,北上资金调仓换股，抄底“最惨抱团股”,Wind
2021-07-16,韦尔股份：8月2日召开“韦尔转债”2021年第一次债券持有人会议,Wind
2021-07-16,A股高位回调：北上资金大举减仓锂电龙头，反手抄底大白马,Wind
2021-07-15,韦尔股份现2笔大宗交易合计成交20.00万股,证券时报网
2021-07-15,"韦尔股份现2笔大宗交易 共成交6,216.00万元",新浪
2021-07-15,韦尔股份今日大宗交易成交20万股，成交价310.8元折价2.99%,Wind
2021-07-15,105股获券商买入评级 东鹏控股目标涨幅达79.92%,Wind
2021-07-15,韦尔股份7月14日现2笔大宗交易,证券时报网
2021-07-14,通信科技行业2021年下半年展望：关注物联网、办公等垂直市场机遇 5G／云网板块拐点可期,新浪
2021-07-14,"韦尔股份现2笔大宗交易 共成交6,203.60万元",新浪
2021-07-14,韦尔股份今日大宗交易成交20万股，成交价310.18元折价4.0%,Wind
2021-07-14,汾酒、万华、东财等核心蓝筹中期业绩或接近去年全年，睿远、高毅、贝莱德等机构积极参与调研,红周刊
2021-07-14,韦尔股份7月13日现4笔大宗交易,证券时报网
2021-07-14,创业板指盘中超越上证综指，数字表象下的投资逻辑之变？,Wind
2021-07-14,芯片赛道持续火热，34只概念股业绩翻番,Wind
2021-07-13,电子行业2021中报前瞻：5G手机、远程需求、汽车电子仍为2021三大主轴,新浪
2021-07-13,韦尔股份(603501.SH)拟变更可转债募集资金投资项目以保障供应链安全,智通财经
2021-07-13,韦尔股份：变更可转换公司债券募集资金投资项目,Wind
2021-07-13,"韦尔股份现4笔大宗交易 共成交12,595.20万元",新浪
2021-07-13,北向资金今日净买入25.8亿元，中兴通讯、山西汾酒净买入额均创新高,Wind
2021-07-13,韦尔股份今日大宗交易成交40万股，成交价314.88元折价4.0%,Wind
2021-07-13,电子周报：关注半导体公司中报,新浪
2021-07-13,业绩大增股名单：34只芯片概念股上半年业绩翻倍,Wind
2021-07-13,上海区域股市周报：1亿融资买入韦尔股份复 星医药跌出板块市值9强,每日经济新闻
2021-07-13,电子行业周报：Q2业绩确定高增 展望Q3景气有望持续,新浪
2021-07-12,韦尔股份今日大宗交易成交38.50万股，成交价327.9元折价4.0%,Wind
2021-07-12,"韦尔股份现5笔大宗交易 共成交12,624.15万元",新浪
2021-07-12,电子行业周报：半导体成熟制程需求高涨 持续关注果链投资机会,新浪
2021-07-09,晚间公告｜7月9日这些公告有看头,第一财经
2021-07-09,北向资金今日小幅净卖出2.11亿元，外资高位出逃新能源股,Wind
2021-07-09,韦尔股份：控股股东及其一致行动人减持10%公司可转债 可转债减持,Wind
2021-07-09,韦尔股份(603501.SH)：控股股东及其一致行动人减持韦尔转债244万张,格隆汇
2021-07-09,A股早报2021年7月9日星期五,Wind
2021-07-09,韦尔股份7月8日现7笔大宗交易,证券时报网
2021-07-09,新经济一路狂奔，传统产业估值被甩出几条街,Wind
2021-07-08,中报行情频现业绩高增标的，资金青睐成长型科技股,第一财经
2021-07-08,"韦尔股份现7笔大宗交易 共成交13,089.12万元",新浪
2021-07-08,韦尔股份今日大宗交易成交40.70万股，成交价321.6元折价4.0%,Wind
2021-07-08,A股早报2021年7月8日星期四,Wind
2021-07-08,韦尔股份7月7日现7笔大宗交易,证券时报网
2021-07-07,韦尔股份现7笔大宗交易总成交金额2.21亿元,证券时报网
2021-07-07,透视大宗交易：7月7日共成交130笔，韦尔股份成交2.21亿元,每日经济新闻
2021-07-07,"韦尔股份现7笔大宗交易 共成交22,050.00万元",新浪
2021-07-07,韦尔股份今日大宗交易成交50万股，成交价316.68元折价4.0%,Wind
2021-07-07,【国盛量化-电子】掘金ETF：芯片全产业链景气详解——汇添富中证芯片产业ETF投资价值分析,留富兵法
2021-07-07,新时代证券维持韦尔股份强烈推荐评级，2021H1业绩预增报告点评：2021H1 业绩预增超预期，“CIS+模拟”生态平台进入收获期,每日经济新闻
2021-07-07,韦尔股份7月6日现4笔大宗交易,证券时报网
2021-07-07,电子行业周报：Q2业绩确定高增 展望Q3景气有望持续,新浪
2021-07-07,北向资金加码成长主线，中小市值股票获青睐,Wind
2021-07-06,闻泰科技拟收购英国最大晶圆厂，未来盈利能力面临考验,第一财经
2021-07-06,电子周报：元器件和半导体中报业绩靓丽 面板盈利周期持续确认,新浪
2021-07-06,"韦尔股份现4笔大宗交易 共成交9,871.65万元",新浪
2021-07-06,韦尔股份今日大宗交易成交0.93万股，成交价321.52元溢价0.0%,Wind
2021-07-06,A股资金流向（7月6日）：超160亿元资金撤离医药、半导体行业,Wind
2021-07-06,A股收盘综述：上证指数探底回弹小幅录跌，CRO指数再挫7%,Wind
2021-07-06,6只“小而美”的半导体&新能源基金,养基司令
2021-07-06,电子行业周报：缺货持续价格上涨 继续关注缺芯带来的发展机遇,新浪
2021-07-06,东方证券维持韦尔股份买入评级：TDDI业务进一步整合，打造平台化设计公司,每日经济新闻
2021-07-06,芯片板块拉升，欧比特、康拓红外涨停,Wind
2021-07-06,券商首次关注6股并给予买入评级（7月6日）,Wind
2021-07-06,电子行业简评报告：半导体行情持续强劲 中报预增继续支持,新浪
2021-07-06,韦尔股份发布公告 拟通过子公司香港韦尔收购股权,北京商报
2021-07-06,【公司点评】韦尔股份：2021H1业绩指引创新高，平台布局优势尽显,吉森电子研究
2021-07-06,50股获券商买入评级，洽洽食品目标涨幅达75.81%,Wind
2021-07-06,韦尔股份四年投近40亿研发 产品结构优化毛利率超32%,长江商报
2021-07-05,韦尔股份拟以5440万美元收购原Synaptics TDDI业务剩余30%股权,搜狐
2021-07-05,韦尔股份现3笔大宗交易总成交金额1.56亿元,证券时报网
2021-07-05,韦尔股份(603501.SH)拟以5440万美元收购一控股子公司剩余30%股权,智通财经
2021-07-05,韦尔股份：拟购买控股子公司少数股权,Wind
2021-07-05,"韦尔股份现3笔大宗交易 共成交15,620.00万元",新浪
2021-07-05,韦尔股份今日大宗交易成交50万股，成交价312.4元折价5.1%,Wind
2021-07-05,电子行业：IC INSIGHTS展望22～23年IC市场延续增长,新浪
2021-07-05,芯源微、士兰微封住涨停板，半导体继续拉升,Wind
2021-07-05,通信行业周报：射频前端独角兽加速上市 拥抱国产替代历史机遇,华安证券
2021-07-05,电子行业周报：汽车电动化何以重塑功率器件行业价值,国海证券
2021-07-05,东北证券：韦尔股份（603501.SH）Q2业绩略超预期，多业务线齐头并进，维持“买入”评级,智通财经
2021-07-05,中银晨会聚焦,新浪
2021-07-05,电子｜半导体持续景气，消费电子阶段承压：2021年中报业绩展望,中信证券研究
2021-07-04,半导体行业月度深度跟踪：行业景气业绩兑现 关注AIOT智能化浪潮,新浪
2021-07-04,韦尔股份(603501)2021年半年度业绩预告点评：公司高端手机CIS市场渗透率持续提升&车载CIS放量 2021年H1业绩超市场预期,新浪
2021-07-02,电子行业2021年中报业绩展望：半导体持续景气 消费电子阶段承压,新浪
2021-07-02,东兴证券上调韦尔股份评级至强烈推荐：业绩高增长破除疑虑，芯片一体化龙头启航,每日经济新闻
2021-07-02,深度*公司*韦尔股份(603501)：深耕主业优化布局 业绩持续高增长,新浪
2021-07-02,中银证券维持韦尔股份增持评级：深耕主业优化布局，业绩持续高增长,每日经济新闻
2021-07-02,超86亿外资今日撤离A股，白酒、医药、银行股集体遭抛售,Wind
2021-07-02,35股今日获机构买入评级7股上涨空间超20%,证券时报网
2021-07-02,韦尔股份(603501)：2Q21预告超预期 进入红利释放期,新浪
2021-07-02,华泰证券：韦尔股份（603501.SH）2Q21预告超预期，目标价376.51元，维持“买入”评级,智通财经
2021-07-02,朝闻国盛：滴滴(DIDI.N)-越过拐点 难走的路更广阔,新浪
2021-07-02,韦尔股份(603501)公司跟踪报告：Q2盈利环比高增 CIS龙头迎踏浪之旅,新浪
2021-07-02,韦尔股份(603501)：业绩持续增长 全年可期,新浪
2021-07-02,韦尔股份7月1日现4笔大宗交易,证券时报网
2021-07-02,半年报预告密集披露 新能源景气高,金融投资报
2021-07-01,韦尔股份现4笔大宗交易总成交金额1.01亿元,证券时报网
2021-07-01,"韦尔股份现4笔大宗交易 共成交10,128.75万元",新浪
2021-07-01,电子行业2021年三季度投资策略：半导体持续重点推荐 消费电子看好下半年苹果链确定性,新浪
2021-07-01,多家IC企业“剧透”半年报：明微电子净利润暴增近10倍,Ofweek
2021-07-01,韦尔股份(603501)：击碎市场疑虑 开启全新成长周期,新浪
2021-07-01,多家半导体企业业绩预增，产业上游加速国产化,LED在线
2021-07-01,信达证券维持韦尔股份买入评级：击碎市场疑虑，开启全新成长周期,每日经济新闻
2021-07-01,业绩大幅增长！除了预增800倍，还有这些亮点,Wind
2021-07-01,韦尔股份(603501)公司点评：业绩持续高增 多技术生态平台潜力巨大,新浪
2021-07-01,韦尔股份(603501)2021H1预增点评：业绩环比持续增长 逆势增长方显龙头本色,新浪
2021-07-01,599家公司预告上半年业绩 67.45%报喜,证券之星
2021-07-01,融资客青睐15股，江苏舜天买入占比高达42.27%,Wind
2021-07-01,民生证券维持韦尔股份推荐评级：业绩环比持续增长，逆势增长方显龙头本色,每日经济新闻
2021-07-01,华西证券维持韦尔股份买入评级：Q2环比继续高增长，战略重点布局汽车半导体,每日经济新闻
2021-07-01,电子｜半导体持续重点推荐，消费电子看好下半年苹果链高确定性：2021年三季度投资策略,中信证券研究
2021-07-01,国联证券维持韦尔股份增持评级：手机/汽车驱动业绩高增长，打造IC设计龙头,每日经济新闻
2021-07-01,小K播早报！乘联会：芯片问题或在9月解决热景生物、恩捷股份等公司半年报预喜,财联社
2021-07-01,韦尔股份6月30日现2笔大宗交易,证券时报网
2021-07-01,业绩大爆发！除了预增800倍还有这些亮点,中国基金报
2021-07-01,每日财报|通威股份上半年预计净利近30亿 韦尔股份大增1.26倍,每日财报
2021-07-01,多个行业景气度高企，龙头公司纷纷“预喜”半年报,Wind
2021-06-30,"【华西电子孙远峰团队—持续坚定推荐韦尔股份】Q2环比继续高增长,战略重点布局汽车半导体",远峰电子
2021-06-30,天然气价格上涨，IPv6产业链市场规模扩大丨明日主题前瞻,第一财经
2021-06-30,晚间重要公告2021年6月30日星期三,Wind
2021-06-30,晚间公告｜6月30日这些公告有看头,第一财经
2021-06-30,通信电子行业景气数据跟踪报告之六(2021年6月)：电动汽车浪潮开启 全球半导体龙头业绩靓丽,光大证券
2021-06-30,预增！韦尔股份：预计2021年上半年净利润同比增加126.41%～146.78%,每日经济新闻
2021-06-30,韦尔股份：上半年净利同比预增126%-147%,e公司
2021-06-30,韦尔股份：预计上半年净利润同比增加126.41%-146.78%,Wind
2021-06-30,韦尔股份今日大宗交易成交15万股，成交价312.34元折价3.0%,Wind
2021-06-30,电子行业6月动态报告：行业景气向上 关注消费电子、LED等领域投资机会,新浪
2021-06-30,【最全】2021年集成电路行业上市公司全方位对比(附业务布局、业绩对比、业务规划等),前瞻研究院
2021-06-30,基于透支久期与盈利增速视角的择股策略：核心资产分化下的投资机会挖掘,新浪
2021-06-29,主力抛售超级热门股！卖出超15亿…… 股票卖空,Wind
2021-06-29,射频芯片龙头卓胜微两年涨近32倍，模组品类扩张能否支撑长期成长？,第一财经
2021-06-29,主力动向｜55股主力买入超亿元！隆基股份、通威股份、英科医疗、阳光电源、韦尔股份位居前五！,上游新闻
2021-06-29,全球新能源及无人驾驶行业跟踪周报：蔚来ET7碳化硅电驱C样件下线 QUANERGY计划SPAC上市,新浪
2021-06-29,半导体行业跟踪：缺货潮未见缓解迹象 Q2持续高景气度,新浪
2021-06-29,电子行业周报：半导体行业景气度继续上行,新浪
2021-06-28,深度*行业*半导体行业周报：国内半导体多点开花 但龙头开启平台化趋势,新浪
2021-06-28,韦尔股份：可转债自2021年7月5日起开始转股,每日经济新闻
2021-06-28,韦尔股份(603501.SH):“韦尔转债”7月5日起开始转股,格隆汇
2021-06-28,电子行业周报：消费电子受到广泛关注,新浪
2021-06-28,"韦尔股份现1笔大宗交易 共成交1,435.60万元",新浪
2021-06-28,北向资金今日净卖出40.55亿元，中远海控、宁德时代净卖出额居前,Wind
2021-06-28,电子行业每周市场动态追踪：看好半导体的短中长期大逻辑 消费电子迎布局时点,新浪
2021-06-25,韦尔股份今日大宗交易成交20万股，成交价287.7元折价3.0%,Wind
2021-06-25,"韦尔股份现4笔大宗交易 共成交5,754.00万元",新浪
2021-06-25,北上资金本周200亿扫货，顺周期王者归来，A股稳了？,Wind
2021-06-25,东亚早八点：CIS龙头再起航｜6月25日,新浪
2021-06-24,韦尔股份大宗交易成交10.00万股成交额2840.00万元,证券时报网
2021-06-24,"韦尔股份现1笔大宗交易 共成交2,840.00万元",新浪
2021-06-24,韦尔股份今日大宗交易成交10万股，成交价284.0元折价1.72%,Wind
2021-06-24,北向资金今日再度净买入30.97亿元，新能源概念股受资金抢筹,Wind
2021-06-24,继续套现！韦尔股份控股股东再次减持韦尔转债 减持股份,证券之星
2021-06-24,韦尔股份(603501.SH)：控股股东及其一致行动人再次减持韦尔转债244万张 减持股份,格隆汇
2021-06-24,韦尔股份：控股股东减持公司可转换公司债券 减持股份,Wind
2021-06-24,上海区域股市周报：ST沪科跌18.57%跌幅第一 韦尔股份跌出板块市值6强,每日经济新闻
2021-06-24,该警惕了？芯片板块暴涨重回历史高位 券商齐喊买入 但有人借道ETF出逃190亿元,每日经济新闻
2021-06-24,北向资金动向盘点：重手加仓“电子”,Wind
2021-06-24,北向资金净买入额创近一个月新高，大幅增持电子元件板块（附股）,21世纪经济报道
2021-06-23,韦尔股份(603501.SH)：2020年度权益分派10派3.15元股权登记日6月29日,格隆汇
2021-06-23,韦尔股份(603501.SH)拟每股派0.315元 6月30日分红,智通财经
2021-06-23,散户看懵了！芯片暴涨重回历史高位！券商齐声高喊买入，但场内机构却已借ETF出逃190亿元,每日经济新闻
2021-06-23,北向资金 | 合计净流入81.99亿元，药明康德、美的集团、韦尔股份净买入居前,上游新闻
2021-06-23,"韦尔股份现2笔大宗交易 共成交2,415.70万元",新浪
2021-06-23,韦尔股份今日大宗交易成交8.50万股，成交价284.2元折价3.0%,Wind
2021-06-23,北向资金近82亿资金大幅加码A股，药明康德净买入近8亿元,Wind
2021-06-23,韦尔股份：将“韦尔转债”转股价格由222.83元/股下修至222.52元/股,Wind
2021-06-23,半导体持续爆发茅台黯然6连阴，发生了什么？,Wind
2021-06-23,半导体板块批量涨停，利好消息都在这里了,Wind
2021-06-23,缺芯行情持续发酵，芯片ETF涨超5%，成交破10亿,Wind
2021-06-23,上证综指连续三天走高，午盘收涨0.46%，报3573.61点。韦尔股份对指,新浪
2021-06-23,芯片概念股强势拉升，阿石创国科微涨停，韦尔股份等大涨,证券时报网
2021-06-23,A股异动 | 获券商扎堆唱好 韦尔股份(603501.SH)大涨超7%,格隆汇
2021-06-23,获多家券商“强推”股价还要上涨30%韦尔股份值得吗？,证券之星
2021-06-23,五日龙虎榜追踪 机构抢筹这45股,证券之星
2021-06-23,33股获券商买入评级，韦尔股份目标涨幅达39.79%,Wind
2021-06-23,中信证券：韦尔股份当前估值处于低位维持“买入”评级,财联社
2021-06-23,中信证券：韦尔股份中长期手机、汽车领域竞争力将提升，持续推荐,Wind
2021-06-22,韦尔股份(603501)跟踪点评：估值低位 料中长期手机、汽车领域竞争力将提升 持续推荐,新浪
2021-06-22,深度*行业*半导体行业周报：长期看数字化叠加芯片安全 短期看芯片缺货加速国产化,新浪
2021-06-22,晶方科技(603005)：全球CIS晶圆级封装细分赛道龙头 业绩持续高增长,新浪
2021-06-22,电子行业2021年中期策略报告：半导体最风采 ARVR迎加速拐点,新浪
2021-06-22,资金流向分析,新浪
2021-06-22,商络电子：未来公司将通过内生增长和外延扩张两种方式以实现公司业绩的不断提升及业务领域的拓展,Wind
2021-06-22,电子行业周报：行业景气度上升叠加消息面利好 半导体行业持续上行,新浪
2021-06-22,电子元件：AR 下一个蓝海,新浪
2021-06-22,机构资金最近入驻这些股,证券之星
2021-06-22,中国银河维持电子行业推荐评级：行业复苏叠加MiniLED爆发LED将迎来新一轮景气周期,每日经济新闻
2021-06-22,【银河电子傅楚雄/王恺】行业周报丨行业复苏叠加Mini LED爆发，LED将迎来新一轮景气周期,中国银河证券研究
2021-06-22,东亚早八点：半导体供应链或再现涨价｜6月23日,新浪
2021-06-21,电子行业：万物互联 光学感知先行,新浪
2021-06-21,CINNO Research：2020年智能手机TFT-LCD驱动芯片需求量达14亿颗，大陆本土企业全球市占率超12%,智通财经
2021-06-21,芯片概念股大涨韦尔股份却大跌 营收增长靠并购 债务压力加大 盈利能力下降,GPLP犀牛财经
2021-06-21,机构砸盘韦尔股份 游资打板露笑科技｜龙虎榜,第一财经
2021-06-21,电子行业周报：我们为什么强烈推荐核心半导体设备和材料,国海证券
2021-06-21,A股早报2021年6月21日星期一,Wind
2021-06-21,A股融资融券日报：两融余额增加35.34亿元（6月18日）,Wind
2021-06-21,华西证券维持韦尔股份买入评级：深耕手机主摄CIS，汽车/安防领域谋高增长,每日经济新闻
2021-06-21,国海证券：缺芯”大背景下，半导体核心设备和材料企业将充分受益,证券时报网
2021-06-20,半导体、芯片连续“霸屏”A股，“第三代”概念热炒之风需警惕,第一财经
2021-06-20,韦尔股份之后又一芯片黑马来了：格科微登陆科创板 它还要自建晶圆厂,每日经济新闻
2021-06-20,【华西电子孙远峰团队—持续推荐韦尔股份】深耕手机主摄CIS，汽车/安防领域谋高增长,远峰电子
2021-06-19,【银河周知】关注汽车、新能源、电子等高景气行业的投资机会,中国银河证券研究
2021-06-19,千亿东鹏饮料开启疯狂模式 鸿蒙概念股思特奇上涨乏力,财富动力网
2021-06-19,永太科技补涨机构齐抄底 方新侠2.5亿加仓士兰微,财富动力网
2021-06-18,【18日资金线路图】做多情绪被点燃？科技股接连获资金关注！韦尔股份遭机构大肆甩卖 资产异常,证券时报
2021-06-18,主力资金抢筹半导体芯片股,大众证券报
2021-06-18,电子设备、仪器和元件周报：种植业的“人造太阳”：LED产业链再成长,新浪
2021-06-18,韦尔股份龙虎榜数据（6月18日）,Wind
2021-06-18,一根阳线看持仓：除了诺安成长，还有这些基金重仓半导体芯片股,财联社
2021-06-18,龙虎榜机构疯狂出货16亿，2400亿科技龙头韦尔股份怎么了？,中金在线
2021-06-18,半导体板块大涨，龙头股韦尔股份却放量大跌，谁在抛售？ 连续下跌,第一财经
2021-06-18,机构今日买入这13股，卖出韦尔股份6.17亿元丨龙虎榜,第一财经
2021-06-18,最新龙虎榜动向：2.43亿资金抢筹天赐材料，4.25亿资金出逃韦尔股份（名单）,21世纪经济报道
2021-06-18,韦尔股份大跌近8%沪股通卖出5.23亿元 连续下跌,第一财经
2021-06-18,"财联社6月18日讯，韦尔股份今日放量大跌7.83%，龙虎榜数据显示，沪股通买入4.68亿元并卖出5.23亿元，四机构合计卖出11.18亿元，两机构合计买入5.01亿元。
连续下跌",财联社
2021-06-18,韦尔股份放量大跌近8%，机构卖出超11亿元,Wind
2021-06-18,A股资金流向（6月18日）：新能源车龙头获抢筹，白酒股遭抛售,Wind
2021-06-18,光学行业深度追踪系列第30期(2021年5月)：终端需求阶段下滑 看好Q3苹果端光学拉货,新浪
2021-06-18,力压“蔡经理”，单日净值涨超9%，比诺安成长更牛的基金出现了,证券之星
2021-06-18,什么情况？半导体大涨上热搜 大白马韦尔股份却暴跌 连续下跌,证券之星
2021-06-18,天弘中证电子ETF(159997)：科技核心 价值底部,新浪
2021-06-18,又一行业集体涨价！龙头股价大涨20%，板块嗨了,Wind
2021-06-18,上证50跌幅扩大至1%，贵州茅台跌超3%,Wind
2021-06-18,芯片股出现分化，韦尔股份跌近5%,Wind
2021-06-17,海运、半导体板块大爆发！7张图看清市场表现、业绩和风险情况,Wind
2021-06-16,电子行业周报：继续强调半导体投资主线 产能为王+IOT芯机遇,新浪
2021-06-16,资金流向分析,新浪
2021-06-16,模拟芯片价格17年来首涨黄金赛道坡长雪厚国产化时代到来,财联社
2021-06-16,【银河电子】2021年中期策略丨拥抱变革，汽车电子初露峥嵘,中国银河证券研究
2021-06-16,周三证券 | 科技阵营火热 VR生态圈吸睛,金融投资报
2021-06-15,韦尔股份：控股股东减持公司600万股 减持股份,Wind
2021-06-15,韦尔股份(603501.SH)：减持期满控股股东虞仁荣累计减持600万股 减持股份,格隆汇
2021-06-15,申侃智联双周行第二期：硬件预埋下的投资机会解析：摄像头及激光雷达篇,新浪
2021-06-15,热度将比肩“鸿蒙”？，华为5G+AR峰会即将召开,Wind
2021-06-15,电子行业2021年中期策略：国产化继续是行业主线 看好元器件和半导体设备,新浪
2021-06-15,电子行业每周市场动态追踪：华为鸿蒙OS 2操作系统落地 有望助推AIOT产业加速发展,新浪
2021-06-13,5178点6周年 最牛白酒飙17倍！乐视、信威惨烈退市 退市,中国基金报
2021-06-13,"沧桑剧变！5178点6周年，A股“换了人间”！中石油跌落一哥，茅台暴涨890%称王，最牛白酒飙17倍！乐视、信威、康得新惨烈退市
退市",中国基金报
2021-06-13,5178点6周年，个股剧烈分化，茅台涨890%称王,Wind
2021-06-11,百元股数量达163只，一日增加5只,证券时报网
2021-06-10,八大券商主题策略：国产软件进入新的景气周期？华为产业链受益公司名单曝光,中金在线
2021-06-10,资金流向分析,新浪
2021-06-10,韦尔股份控股股东虞仁荣264万股股份解除质押,中国经济网
2021-06-09,韦尔股份：控股股东部分股权解除质押,发布易
2021-06-09,浦东新区A股资本版图：123家上市公司，市值超4万亿，生物医药占上海半壁江山,时代周报
2021-06-09,韦尔股份(603501.SH)控股股东虞仁荣解质264万股,智通财经
2021-06-09,半导体景气风向标：旺季将至 景气持续,新浪
2021-06-09,陆股通周监控第86期：宽松预期继续 增配科技成长,新浪
2021-06-08,"上海本地股掀涨停潮,聪明钱加速抢筹，四主线布局浦东“这盘棋”",时代财经
2021-06-08,英飞凌跃居全球汽车半导体第一行业增量空间广阔国内厂商登上舞台,财联社
2021-06-08,电子行业周报：鸿蒙引领IOT芯机遇,新浪
2021-06-08,两市百元股数量达159只，科创板股票占38.36%,证券时报网
2021-06-08,中证报：四万亿风口呼之欲出，超高清视频千帆竞渡,Wind
2021-06-07,科技硬件行业周报：国内封测再迎机遇,新浪
2021-06-07,北向资金净卖出额创近一个月新高，宁德时代遭大幅抛售超14亿元,Wind
2021-06-07,电子元件：鸿蒙OS2.0发布 AIOT发展加速,新浪
2021-06-07,电子行业周报：疫情影响全球封测产能 大陆企业供应链国产化趋势加快,新浪
2021-06-07,通信电子行业景气数据跟踪报告之五：全球与国内龙头的靓丽业绩持续印证半导体高景气度,光大证券
2021-06-07,半导体板块飙涨，有芯片价格涨至5倍，行业供需格局或仍趋紧丨牛熊眼,第一财经
2021-06-07,16股获券商买入评级，中芯国际目标涨幅达49.26%,Wind
2021-06-07,券商晨会观点速递,第一财经
2021-06-07,北上资金连续8周净买入，高成长行业龙头受追捧,Wind
2021-06-05,北向资金扫货A股88.88亿，却出逃恒瑞医药18亿、长春高新7亿，医药股怎么了？,21世纪经济报道
2021-06-04,传媒&通信行业“数字未来”系列一：元宇宙 未来数字绿洲入口已打开,华安证券
2021-06-04,资金流向分析,新浪
2021-06-03,韦尔股份(603501)：CCC小模组大作为,广发证券
2021-06-03,北向资金今日净买入15.21亿元，二线白酒股获追捧,Wind
2021-06-03,上海韦尔半导体：公司主要受限资产情况 资产查封,Wind
2021-06-03,25股受青睐，北向资金增持额超亿元,证券之星
2021-06-03,每日理财观察：富时罗素季度调整结果公布,Wind
2021-06-03,北向资金净卖出20.14亿元 这些行业和个股被抛售最多 股票卖空,21世纪经济报道
2021-06-03,港股盘前必读：港股印花税由0.1%提高至0.13%将于8月1日生效,Wind
2021-06-02,【半导体投资日报】涨价持续演绎，芯片设计、功率半导体市场空间广阔,新浪
2021-06-02,富时罗素季度调整结果公布，速看新增剔除A股标的全名单,Wind
2021-06-02,韦尔股份大宗交易成交1445.30万元,证券时报网
2021-06-02,北向资金今日净流出20.14亿元 大幅净买入韦尔股份3.61亿元,中金在线
2021-06-02,富时中国A50指数将纳入金龙鱼、智飞生物， 剔除恒力石化、中公教育,Wind
2021-06-02,富时罗素季度指数变更：金龙鱼及智飞生物获纳入富时中国A50指数,Wind
2021-06-02,韦尔股份今日大宗交易成交5万股，成交价289.06元折价3.0%,Wind
2021-06-02,北向资金今日净卖出20.14亿元，恒瑞医药净卖出额创历史新高,Wind
2021-06-02,券商判势｜6月关注“聪明钱”青睐板块,搜狐
2021-06-02,6月2日晚间重要行业研究汇总(附股),中金在线
2021-06-02,VR、汽车电子行业景气持续,财富动力网
2021-06-02,银河证券：5G终端及汽车电动化需求旺盛推动下，电子行业盈利端将维持快速增长,证券时报网
2021-06-02,北向资金抛售白酒股，买入这些行业和个股（名单）,21世纪经济报道
